Recence,Frequence,Montant,Ville,Segment,Cluster,RFM_Score,Churn,Proba_Churn,Risque
360,4,947.65,Agadir,Clients Réguliers,0,333,1,0.99963,Élevé
196,3,310.85,Tanger,Clients à Risque / Perdus,2,331,1,0.999241,Élevé
10,1,415.25,Casablanca,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
385,1,321.91,Casablanca,Clients Réguliers,0,411,1,0.9997223,Élevé
12,15,9445.51,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
375,2,544.6,Marrakech,Clients Réguliers,0,322,1,0.99976915,Élevé
208,3,192.55,Marrakech,Clients à Risque / Perdus,2,331,1,0.999241,Élevé
61,5,1726.58,Rabat,Clients à Risque / Perdus,2,233,0,0.0003028478,Faible
549,1,125.3,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
207,10,1682.07,Agadir,Clients à Risque / Perdus,2,343,1,0.999548,Élevé
278,1,162.3,Rabat,Clients Réguliers,0,311,1,0.99971837,Élevé
110,4,2263.3,Tanger,Clients à Risque / Perdus,2,333,0,0.00028149466,Faible
416,1,327.68,Casablanca,Clients Réguliers,0,411,1,0.9997396,Élevé
430,2,1815.72,Marrakech,Clients Réguliers,0,423,1,0.99976844,Élevé
10,8,1205.12,Tanger,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
14,41,13372.97,Rabat,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
61,1,449.12,Kenitra,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
44,1,154.88,Tanger,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
453,2,208.62,Casablanca,Clients Réguliers,0,421,1,0.9997595,Élevé
614,1,156.87,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
11,4,784.46,Rabat,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
73,1,34.8,Tanger,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
14,4,1094.59,Rabat,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
129,1,196.88,Marrakech,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
8,9,2562.61,Rabat,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
36,3,614.7600000000001,Fès,Clients à Risque / Perdus,2,232,0,0.00021599677,Faible
230,3,44534.3,Casablanca,Clients à Risque / Perdus,2,334,1,0.99926907,Élevé
10,17,6456.801,Oujda,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
456,11,1380.44,Casablanca,Clients Réguliers,0,443,1,0.999548,Élevé
35,9,4207.54,Fès,Clients à Risque / Perdus,2,244,0,0.00023124371,Faible
300,1,79.2,Casablanca,Clients Réguliers,0,311,1,0.99971837,Élevé
46,9,3037.61,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
5,17,5993.12,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
56,4,532.96,Marrakech,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
61,6,2940.36,Rabat,Clients à Risque / Perdus,2,234,0,0.00028149466,Faible
20,1,205.25,Meknès,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
213,7,830.9300000000001,Kenitra,Clients à Risque / Perdus,2,342,1,0.9995741,Élevé
626,2,13916.34,Marrakech,Clients Réguliers,0,424,1,0.99979407,Élevé
438,1,143.05,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
60,2,583.75,Rabat,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
27,2,1086.92,Tanger,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
83,8,4503.08,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
662,1,370.63,Fès,Clients Réguliers,0,412,1,0.9997967,Élevé
59,3,831.06,Meknès,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
111,34,15601.09,Fès,Clients à Risque / Perdus,2,344,0,0.00059199973,Faible
2,46,88704.32,Marrakech,VIP / Champions,1,144,0,0.0001866873,Faible
608,1,321.45,Tanger,Clients Réguliers,0,411,1,0.9997882,Élevé
599,3,1006.54,Casablanca,Clients Réguliers,0,433,1,0.9997017,Élevé
413,1,280.88,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
1,2,774.52,Marrakech,Clients à Risque / Perdus,2,122,0,0.00028826602,Faible
64,6,1329.94,Rabat,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
241,2,150.5,Casablanca,Clients à Risque / Perdus,2,321,1,0.9996793,Élevé
128,1,241.62,Rabat,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
236,7,1762.61,Marrakech,Clients à Risque / Perdus,2,343,1,0.9995741,Élevé
426,1,307.95,Marrakech,Clients Réguliers,0,411,1,0.9997223,Élevé
458,2,124.08,Casablanca,Clients Réguliers,0,421,1,0.9997595,Élevé
179,3,475.28,Fès,Clients à Risque / Perdus,2,332,0,0.00027304867,Faible
20,3,345.46,Casablanca,Clients à Risque / Perdus,2,132,0,0.00021599677,Faible
5,4,4014.1,Marrakech,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
6,1,246.3,Rabat,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
463,2,848.3299999999999,Casablanca,Clients Réguliers,0,422,1,0.99976844,Élevé
28,16,5969.93,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
41,5,8514.82,Rabat,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
21,3,948.05,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
504,1,221.83,Fès,Clients Réguliers,0,411,1,0.99971837,Élevé
353,6,1962.01,Rabat,Clients Réguliers,0,333,1,0.9997017,Élevé
5,1,220.85,Tanger,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
39,5,3608.34,Marrakech,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
395,2,933.84,Tanger,Clients Réguliers,0,423,1,0.99976844,Élevé
10,8,2399.57,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
732,2,777.0,Kenitra,Clients Réguliers,0,422,1,0.9997986,Élevé
145,8,1979.87,Tétouan,Clients à Risque / Perdus,2,343,0,0.00047723798,Faible
12,16,4728.18,Marrakech,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
108,6,2821.08,Agadir,Clients à Risque / Perdus,2,334,0,0.0003606093,Faible
488,3,1535.37,Casablanca,Clients Réguliers,0,433,1,0.9997017,Élevé
71,4,1424.29,Tanger,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
102,7,1242.58,Fès,Clients à Risque / Perdus,2,343,0,0.00023429526,Faible
41,3,1063.95,Rabat,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
138,1,451.42,Marrakech,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
46,4,1929.66,Casablanca,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
6,12,3877.34,El Jadida,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
18,30,10189.23,Casablanca,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
41,3,784.58,Casablanca,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
45,5,1817.52,Marrakech,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
301,21,18409.93,Meknès,Clients à Risque / Perdus,2,344,1,0.9995241,Élevé
31,7,1274.44,El Jadida,Clients à Risque / Perdus,2,243,0,0.00027073818,Faible
74,8,2999.04,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
17,7,3890.52,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
102,12,5201.47,Fès,Clients à Risque / Perdus,2,344,0,0.0004533296,Faible
203,2,1303.91,Kenitra,Clients à Risque / Perdus,2,323,1,0.99970335,Élevé
12,6,2634.44,Casablanca,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
59,5,2100.6,Oujda,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
537,2,144.14999999999998,Casablanca,Clients Réguliers,0,421,1,0.9997595,Élevé
416,3,2766.4,Casablanca,Clients Réguliers,0,434,1,0.9996105,Élevé
584,1,340.5,Casablanca,Clients Réguliers,0,411,1,0.9997967,Élevé
44,10,3934.79,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
315,1,206.98,Casablanca,Clients Réguliers,0,311,1,0.99971837,Élevé
39,2,570.96,Marrakech,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
354,5,1394.79,Marrakech,Clients Réguliers,0,333,1,0.9997167,Élevé
367,3,3897.17,Casablanca,Clients Réguliers,0,334,1,0.9996105,Élevé
448,2,890.94,Casablanca,Clients Réguliers,0,423,1,0.99976844,Élevé
167,1,532.94,Meknès,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
51,4,2598.28,Marrakech,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
68,28,3794.07,Tanger,Clients à Risque / Perdus,2,244,0,0.0006232169,Faible
370,1,1108.82,Casablanca,Clients Réguliers,0,313,1,0.9997396,Élevé
94,2,636.14,Casablanca,Clients à Risque / Perdus,2,222,0,0.0010097836,Faible
33,1,576.0,Casablanca,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
54,3,801.76,Tanger,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
249,1,836.79,Casablanca,Clients à Risque / Perdus,2,312,1,0.9997396,Élevé
733,1,80.4,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
65,7,3772.99,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
39,4,954.09,Marrakech,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
45,1,137.37,Casablanca,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
60,2,777.01,Kenitra,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
6,34,74163.0,Tétouan,VIP / Champions,1,144,0,0.00025717216,Faible
28,3,1048.49,Kenitra,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
54,2,355.56,Marrakech,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
68,9,2742.41,Kenitra,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
388,2,548.8,Casablanca,Clients Réguliers,0,422,1,0.99976915,Élevé
299,1,118.95000000000002,Fès,Clients Réguliers,0,311,1,0.99971837,Élevé
41,1,130.73999999999998,Casablanca,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
13,11,4426.28,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
380,1,107.01,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
33,5,822.57,Casablanca,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
617,1,139.94,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
14,6,1058.72,Agadir,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
522,1,109.73,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
182,3,257.26,Tanger,Clients à Risque / Perdus,2,331,1,0.999241,Élevé
47,1,110.8,Agadir,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
82,19,5449.1,Marrakech,Clients à Risque / Perdus,2,244,0,0.0006232169,Faible
132,6,1052.72,Casablanca,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
2,49,33164.54,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
14,2,570.48,Tanger,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
11,13,3960.37,El Jadida,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
428,1,438.46,Rabat,Clients Réguliers,0,412,1,0.9997396,Élevé
36,17,2505.21,Tanger,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
7,12,4401.79,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
3,13,2928.29,Marrakech,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
21,5,358.7,Marrakech,Clients à Risque / Perdus,2,132,0,0.00021599677,Faible
17,7,2180.76,Oujda,Clients à Risque / Perdus,2,143,0,0.0001866873,Faible
36,5,2248.92,Casablanca,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
96,1,230.53,Casablanca,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
17,30,8778.37,Casablanca,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
578,1,94.53,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
272,3,323.66,Casablanca,Clients Réguliers,0,331,1,0.9992712,Élevé
28,4,862.61,Rabat,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
432,1,33.099999999999994,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
10,4,795.68,Rabat,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
495,4,313.92,Fès,Clients Réguliers,0,431,1,0.9996903,Élevé
59,21,11284.76,Meknès,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
641,1,111.72,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
404,2,1449.14,Tanger,Clients Réguliers,0,423,1,0.99976844,Élevé
13,1,242.26,Casablanca,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
557,2,330.77,Casablanca,Clients Réguliers,0,421,1,0.99979466,Élevé
399,4,1157.3,Tanger,Clients Réguliers,0,433,1,0.9997167,Élevé
365,1,686.5600000000001,Marrakech,Clients Réguliers,0,312,1,0.9997396,Élevé
307,5,501.39,Rabat,Clients Réguliers,0,332,1,0.9997025,Élevé
194,8,1495.98,Casablanca,Clients à Risque / Perdus,2,343,1,0.999548,Élevé
28,1,143.76,El Jadida,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
427,2,249.7,Tanger,Clients Réguliers,0,421,1,0.9997595,Élevé
88,15,1951.82,El Jadida,Clients à Risque / Perdus,2,243,0,0.00047723798,Faible
55,4,1052.87,Marrakech,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
402,3,1027.15,Tanger,Clients Réguliers,0,433,1,0.9996105,Élevé
76,3,429.16,Casablanca,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
152,8,1806.28,Casablanca,Clients à Risque / Perdus,2,343,0,0.00047723798,Faible
390,5,535.65,Rabat,Clients Réguliers,0,432,1,0.9997025,Élevé
222,1,524.52,Marrakech,Clients à Risque / Perdus,2,312,1,0.9997396,Élevé
664,1,128.2,Agadir,Clients Réguliers,0,411,1,0.99978894,Élevé
477,1,305.28000000000003,Marrakech,Clients Réguliers,0,411,1,0.99971753,Élevé
248,2,420.29,Meknès,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
145,1,179.17,Tanger,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
189,2,222.05,El Jadida,Clients à Risque / Perdus,2,321,1,0.9996793,Élevé
222,24,5210.42,Rabat,Clients à Risque / Perdus,2,344,1,0.999548,Élevé
364,1,112.5,Agadir,Clients Réguliers,0,311,1,0.99971837,Élevé
19,4,900.4,El Jadida,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
12,7,703.22,Oujda,Clients à Risque / Perdus,2,142,0,0.00019653594,Faible
375,1,145.01,Marrakech,Clients Réguliers,0,311,1,0.99971837,Élevé
5,12,8939.84,Rabat,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
3,1,164.68,Marrakech,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
538,1,114.69,Agadir,Clients Réguliers,0,411,1,0.99971837,Élevé
15,10,2555.64,Oujda,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
172,2,529.52,Agadir,Clients à Risque / Perdus,2,322,0,0.0008618068,Faible
486,2,764.57,Agadir,Clients Réguliers,0,422,1,0.99976844,Élevé
169,1,191.94,Tanger,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
10,14,2548.45,Agadir,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
619,8,1702.34,Casablanca,Clients Réguliers,0,443,1,0.999548,Élevé
173,9,1074.7,Kenitra,Clients à Risque / Perdus,2,343,0,0.00061304227,Faible
529,1,6.300000000000001,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
373,2,205.99,Tanger,Clients Réguliers,0,321,1,0.9997595,Élevé
397,1,429.21,Meknès,Clients Réguliers,0,412,1,0.9997396,Élevé
11,13,3427.17,Tanger,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
243,5,560.63,Casablanca,Clients à Risque / Perdus,2,332,1,0.9996117,Élevé
186,3,582.88,Marrakech,Clients à Risque / Perdus,2,332,1,0.9992712,Élevé
15,2,910.61,Rabat,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
149,9,571.64,Rabat,Clients à Risque / Perdus,2,342,0,0.00044721478,Faible
168,4,802.11,Casablanca,Clients à Risque / Perdus,2,332,0,0.0003734302,Faible
368,1,739.0,Casablanca,Clients Réguliers,0,312,1,0.9997396,Élevé
368,1,254.16,Tanger,Clients Réguliers,0,311,1,0.99971837,Élevé
726,1,102.82,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
189,1,207.15,Casablanca,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
537,1,134.44,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
642,1,123.39,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
651,1,293.53,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
639,1,594.0,Agadir,Clients Réguliers,0,412,1,0.9997967,Élevé
62,1,426.63,Marrakech,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
423,1,239.9,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
83,7,2195.65,Rabat,Clients à Risque / Perdus,2,243,0,0.00022625006,Faible
17,3,1107.46,Tétouan,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
413,2,2190.66,El Jadida,Clients Réguliers,0,423,1,0.99976844,Élevé
234,2,416.86,Rabat,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
374,2,282.79,Tétouan,Clients Réguliers,0,321,1,0.9997595,Élevé
59,1,145.35,Tanger,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
108,9,734.81,Casablanca,Clients à Risque / Perdus,2,342,0,0.00023429526,Faible
85,16,9060.39,Marrakech,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
306,1,35.8,Rabat,Clients Réguliers,0,311,1,0.99971837,Élevé
632,1,405.0,Fès,Clients Réguliers,0,412,1,0.9997967,Élevé
129,1,337.44,Rabat,Clients à Risque / Perdus,2,311,0,0.00032832907,Faible
645,2,271.29,Rabat,Clients Réguliers,0,421,1,0.9997861,Élevé
272,4,2164.24,Rabat,Clients Réguliers,0,333,1,0.9996105,Élevé
361,4,827.27,Casablanca,Clients Réguliers,0,332,1,0.9997167,Élevé
498,3,2304.18,Marrakech,Clients Réguliers,0,434,1,0.9997017,Élevé
78,1,1708.24,Tanger,Clients à Risque / Perdus,2,213,0,0.00032832907,Faible
3,3,1509.09,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
12,2,364.72,Fès,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
27,10,7180.71,Casablanca,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
4,3,1013.17,Marrakech,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
29,4,806.57,Marrakech,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
10,18,3669.55,Rabat,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
584,1,190.75,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
19,22,8658.36,Kenitra,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
547,2,617.6,Marrakech,Clients Réguliers,0,422,1,0.99979407,Élevé
27,3,930.1,Marrakech,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
69,4,492.99,Rabat,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
677,3,579.49,Marrakech,Clients Réguliers,0,432,1,0.9997025,Élevé
369,4,410.95,Casablanca,Clients Réguliers,0,332,1,0.9997025,Élevé
374,1,451.29,Tétouan,Clients Réguliers,0,312,1,0.9997396,Élevé
444,1,295.83,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
15,2,470.76,Oujda,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
658,1,272.96000000000004,Oujda,Clients Réguliers,0,411,1,0.99978894,Élevé
12,13,3013.09,Oujda,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
446,1,426.53,Tanger,Clients Réguliers,0,412,1,0.9997396,Élevé
18,12,3041.6,Casablanca,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
384,1,418.05,Tanger,Clients Réguliers,0,412,1,0.9997396,Élevé
45,4,992.05,Marrakech,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
299,2,1017.32,Rabat,Clients Réguliers,0,323,1,0.99976844,Élevé
13,18,5902.83,Casablanca,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
451,5,1810.27,Meknès,Clients Réguliers,0,433,1,0.9997017,Élevé
362,3,988.44,Tanger,Clients Réguliers,0,333,1,0.9996105,Élevé
35,7,3442.15,Rabat,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
79,1,371.01,Rabat,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
161,6,1746.64,Agadir,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
12,2,1054.73,Marrakech,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
72,3,3279.42,Casablanca,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
598,1,329.22,Rabat,Clients Réguliers,0,411,1,0.9997967,Élevé
84,7,6593.68,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
20,21,9362.77,Kenitra,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
600,1,324.51,Rabat,Clients Réguliers,0,411,1,0.9997967,Élevé
17,8,3958.82,Rabat,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
66,28,8013.61,Oujda,Clients à Risque / Perdus,2,244,0,0.0006232169,Faible
118,7,2715.28,Rabat,Clients à Risque / Perdus,2,344,0,0.00022625006,Faible
25,2,354.42,Kenitra,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
7,8,1682.13,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
14,3,770.09,Tanger,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
371,2,372.51,Tanger,Clients Réguliers,0,322,1,0.99976915,Élevé
39,7,2010.05,Agadir,Clients à Risque / Perdus,2,243,0,0.00027073818,Faible
529,1,150.55,Tanger,Clients Réguliers,0,411,1,0.99971837,Élevé
391,2,854.61,Marrakech,Clients Réguliers,0,422,1,0.99976844,Élevé
4,7,2797.57,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
50,3,1202.18,Fès,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
409,1,696.19,Fès,Clients Réguliers,0,412,1,0.9997396,Élevé
83,7,1686.9,Marrakech,Clients à Risque / Perdus,2,243,0,0.00023429526,Faible
32,16,8308.34,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
731,1,20.4,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
376,1,583.39,Tanger,Clients Réguliers,0,312,1,0.9997396,Élevé
621,1,169.21,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
25,10,5613.83,Tanger,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
470,5,2146.39,Marrakech,Clients Réguliers,0,433,1,0.9997017,Élevé
7,10,2436.22,Kenitra,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
207,2,347.17,Tanger,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
43,7,3075.14,Marrakech,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
19,15,5384.13,Rabat,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
17,4,992.71,Casablanca,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
241,11,1724.06,Meknès,Clients à Risque / Perdus,2,343,1,0.999548,Élevé
3,29,5880.46,Rabat,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
30,5,2989.79,Agadir,Clients à Risque / Perdus,2,234,0,0.00021904154,Faible
